epoch,loss,accuracy,auroc,auprc,val_loss,val_accuracy,val_auroc,val_auprc
1,0.4491879642009735,0.7792131304740906,0.8701459169387817,0.8754764199256897,0.2998579442501068,0.9101654887199402,0.9532418847084045,0.9586158990859985
2,0.3071383535861969,0.8881289958953857,0.9361900091171265,0.9441403150558472,0.2662113308906555,0.9125295281410217,0.9581797122955322,0.9656246304512024
3,0.2835702896118164,0.89682537317276,0.9449270367622375,0.9518858790397644,0.25275474786758423,0.9231678247451782,0.9610424637794495,0.967586874961853
4,0.2799703776836395,0.9003714919090271,0.9440467357635498,0.9535351991653442,0.2435481995344162,0.9202127456665039,0.9629175662994385,0.9701652526855469
5,0.2679252624511719,0.902482271194458,0.9493992328643799,0.9579880833625793,0.24542148411273956,0.9231678247451782,0.965120255947113,0.9711252450942993
6,0.26469552516937256,0.9063661098480225,0.9501339793205261,0.9578896760940552,0.23670221865177155,0.9314420819282532,0.966253399848938,0.9735907316207886
7,0.26271337270736694,0.9034954309463501,0.9515787959098816,0.9599521160125732,0.24445442855358124,0.9290780425071716,0.9662945866584778,0.9731824994087219
8,0.25588998198509216,0.9079703092575073,0.9533001184463501,0.961313009262085,0.24156628549098969,0.9302600622177124,0.9655142426490784,0.9731748104095459
9,0.25246474146842957,0.9102498888969421,0.9549062252044678,0.9620969891548157,0.2494291514158249,0.9296690225601196,0.9674695730209351,0.9741435647010803
10,0.2539345920085907,0.9083924293518066,0.9545564651489258,0.9612367153167725,0.23948848247528076,0.9296690225601196,0.9673906564712524,0.974086344242096
11,0.24192039668560028,0.9125295281410217,0.9580089449882507,0.96567702293396,0.2314314842224121,0.9296690225601196,0.9683157205581665,0.9752134680747986
12,0.2407476156949997,0.9134582877159119,0.9585415720939636,0.9652347564697266,0.21687859296798706,0.9332151412963867,0.9692036509513855,0.975554883480072
13,0.2415391355752945,0.9133738875389099,0.958182692527771,0.9647595882415771,0.20468410849571228,0.936761200428009,0.9700684547424316,0.9762928485870361
14,0.23327991366386414,0.9147247672080994,0.9598566889762878,0.9677491784095764,0.22504425048828125,0.9338061213493347,0.9696932435035706,0.9765891432762146
15,0.23587758839130402,0.9164978265762329,0.9594421982765198,0.9657818675041199,0.2038118839263916,0.9403073191642761,0.9704239964485168,0.9769800901412964
16,0.2311868518590927,0.9179331064224243,0.9608561992645264,0.9683017134666443,0.21765583753585815,0.9314420819282532,0.9700432419776917,0.9768593311309814
17,0.22504492104053497,0.9186930060386658,0.9632790088653564,0.9696822762489319,0.20490846037864685,0.9338061213493347,0.9702137112617493,0.9774917960166931
18,0.2276432067155838,0.9186930060386658,0.962462842464447,0.968988835811615,0.20824778079986572,0.9332151412963867,0.971534788608551,0.9775589108467102
19,0.2202981859445572,0.9183552861213684,0.9647892117500305,0.9716945290565491,0.21336305141448975,0.932033121585846,0.9709368944168091,0.9769725203514099
20,0.21968963742256165,0.9202972054481506,0.9649460911750793,0.9706363677978516,0.20172126591205597,0.9391252994537354,0.9709576964378357,0.9773806929588318
21,0.21902021765708923,0.9197061657905579,0.9656432867050171,0.9711906313896179,0.20840762555599213,0.9343971610069275,0.9709996581077576,0.9768242835998535
22,0.21587640047073364,0.9222391247749329,0.9662055969238281,0.9725122451782227,0.20246653258800507,0.9385342597961426,0.9720454812049866,0.9779818654060364
23,0.2139788717031479,0.9215636849403381,0.9668875932693481,0.9719932079315186,0.2001030594110489,0.9397163391113281,0.9729040861129761,0.9786777496337891
24,0.2126566469669342,0.9244343042373657,0.9670379161834717,0.9722211956977844,0.20839884877204895,0.936170220375061,0.9732979536056519,0.9784621596336365
25,0.2107207477092743,0.924265444278717,0.9682226777076721,0.9740476012229919,0.19831685721874237,0.9385342597961426,0.9728397130966187,0.9789388179779053
26,0.21051596105098724,0.9240965843200684,0.9676328897476196,0.9725403785705566,0.20048969984054565,0.9397163391113281,0.9736689925193787,0.9794248342514038
27,0.20740018784999847,0.9257851839065552,0.9693281054496765,0.9737054109573364,0.19940759241580963,0.9373522400856018,0.9731115102767944,0.9786344766616821
28,0.20560704171657562,0.9243499040603638,0.9692081809043884,0.9744694232940674,0.1938890516757965,0.9332151412963867,0.9743648767471313,0.9799364805221558
29,0.20777250826358795,0.9233366847038269,0.9691600203514099,0.975139319896698,0.19213183224201202,0.9373522400856018,0.9729738831520081,0.9787055253982544
30,0.20843380689620972,0.9229145646095276,0.9688851833343506,0.97442626953125,0.2046789973974228,0.9296690225601196,0.9740442037582397,0.9794324636459351
31,0.2023603767156601,0.9246031641960144,0.9713207483291626,0.9758327603340149,0.19521073997020721,0.936761200428009,0.9742621779441833,0.9794095158576965
32,0.20505613088607788,0.9248564839363098,0.9706202745437622,0.9749070405960083,0.19361621141433716,0.9379432797431946,0.9750369191169739,0.9802019596099854
33,0.2004738748073578,0.9265450835227966,0.971662700176239,0.9765411615371704,0.19731436669826508,0.9379432797431946,0.9747253060340881,0.9801355004310608
34,0.19802989065647125,0.92738938331604,0.9723520874977112,0.9767469763755798,0.18555481731891632,0.9391252994537354,0.9745674133300781,0.9800829887390137
35,0.2005966752767563,0.9255319237709045,0.9719128608703613,0.9755567312240601,0.18240664899349213,0.9420803785324097,0.9760693907737732,0.9813491106033325
36,0.19463546574115753,0.9289935827255249,0.9734002351760864,0.977013111114502,0.20172308385372162,0.9432623982429504,0.9763649106025696,0.9816608428955078
37,0.19316938519477844,0.9262073636054993,0.9742903113365173,0.977657675743103,0.18708041310310364,0.9426714181900024,0.9761274456977844,0.9810640811920166
38,0.1952384114265442,0.9284870028495789,0.9728765487670898,0.9768807888031006,0.1905171126127243,0.9397163391113281,0.9753351807594299,0.9805645942687988
39,0.1912923902273178,0.9284870028495789,0.9745119214057922,0.9787154197692871,0.18693001568317413,0.936170220375061,0.9743145704269409,0.9797894954681396
