epoch,loss,accuracy,val_loss,val_accuracy
1,0.68773353099823,0.5437862277030945,0.6816631555557251,0.5549132823944092
2,0.6718966364860535,0.575659990310669,0.6428655982017517,0.7427745461463928
3,0.620672881603241,0.6825498938560486,0.6155818700790405,0.7080925107002258
4,0.5461615324020386,0.757565975189209,0.505301833152771,0.8179190754890442
5,0.4945997893810272,0.7849323749542236,0.49033862352371216,0.8063583970069885
6,0.48191866278648376,0.786864161491394,0.47888025641441345,0.8294797539710999
7,0.4633849561214447,0.8026400804519653,0.4531230032444,0.8352600932121277
8,0.45503556728363037,0.8052157163619995,0.46801677346229553,0.8323699235916138
9,0.43769097328186035,0.81809401512146,0.436536580324173,0.8381502628326416
10,0.43292272090911865,0.819381833076477,0.4460298717021942,0.8410404920578003
11,0.4259139597415924,0.8209916353225708,0.448853075504303,0.8468208312988281
12,0.42070361971855164,0.827430784702301,0.45061346888542175,0.8323699235916138
13,0.42440521717071533,0.8251770734786987,0.45618924498558044,0.8352600932121277
14,0.4235515892505646,0.821957528591156,0.4332019090652466,0.8323699235916138
15,0.41148507595062256,0.835479736328125,0.43587908148765564,0.8294797539710999
16,0.4207947254180908,0.821957528591156,0.4480871260166168,0.8294797539710999
17,0.4184572994709015,0.8300064206123352,0.4372767508029938,0.8323699235916138
18,0.4146650433540344,0.8306503295898438,0.43535685539245605,0.8352600932121277
19,0.396214097738266,0.84095299243927,0.4233005940914154,0.8323699235916138
20,0.404001921415329,0.8393431901931763,0.4230758547782898,0.8352600932121277
21,0.3935709297657013,0.8441725969314575,0.427845299243927,0.8381502628326416
22,0.3925618529319763,0.8399870991706848,0.4269380569458008,0.8352600932121277
23,0.3904735743999481,0.8432067036628723,0.421517550945282,0.8410404920578003
24,0.38750123977661133,0.8438506126403809,0.4217941164970398,0.8352600932121277
25,0.37951117753982544,0.8467482328414917,0.42338448762893677,0.8294797539710999
26,0.3983601927757263,0.8380553722381592,0.4339824914932251,0.8294797539710999
27,0.39060863852500916,0.8467482328414917,0.4225294589996338,0.8265895843505859
28,0.38608065247535706,0.8425627946853638,0.42779552936553955,0.8381502628326416
29,0.3761575520038605,0.8473921418190002,0.4301449954509735,0.8294797539710999
30,0.38270339369773865,0.846426248550415,0.43018674850463867,0.8265895843505859
31,0.37943100929260254,0.8473921418190002,0.4165803790092468,0.8352600932121277
32,0.39065226912498474,0.8415969014167786,0.4207276403903961,0.8410404920578003
33,0.3814224600791931,0.8496458530426025,0.4200218915939331,0.8410404920578003
34,0.3654842972755432,0.8557630181312561,0.41975274682044983,0.8352600932121277
35,0.37367865443229675,0.8483580350875854,0.42527079582214355,0.8294797539710999
36,0.3733559846878052,0.8512556552886963,0.42631813883781433,0.8294797539710999
37,0.3753293752670288,0.8461043238639832,0.4275723397731781,0.8323699235916138
38,0.3702126443386078,0.8496458530426025,0.42104989290237427,0.8294797539710999
39,0.3599841594696045,0.8580167293548584,0.4133074879646301,0.8352600932121277
40,0.3614124655723572,0.857050895690918,0.41925376653671265,0.8265895843505859
41,0.3620010018348694,0.8535093665122986,0.41398346424102783,0.8294797539710999
42,0.3561318814754486,0.8538312911987305,0.41290464997291565,0.8410404920578003
43,0.3659171164035797,0.8509336709976196,0.4128374457359314,0.8352600932121277
44,0.3616653382778168,0.8531873822212219,0.41662973165512085,0.8352600932121277
45,0.3576008975505829,0.8580167293548584,0.4123218059539795,0.8352600932121277
46,0.3539363443851471,0.8622021675109863,0.4096458852291107,0.8410404920578003
47,0.35610249638557434,0.8573728203773499,0.410366952419281,0.8410404920578003
48,0.3581484854221344,0.8499677777290344,0.41364291310310364,0.8439306616783142
49,0.35640963912010193,0.8567289113998413,0.4052487909793854,0.8468208312988281
50,0.3540978729724884,0.8554410934448242,0.407516211271286,0.8352600932121277
51,0.35659560561180115,0.8609143495559692,0.40802276134490967,0.8323699235916138
52,0.3446955680847168,0.8599485158920288,0.4069862961769104,0.8410404920578003
53,0.3467305302619934,0.8583387136459351,0.40263983607292175,0.849711000919342
54,0.3522413671016693,0.8586606383323669,0.40766218304634094,0.8410404920578003
55,0.343240886926651,0.8609143495559692,0.4049013555049896,0.8352600932121277
56,0.34473270177841187,0.8618802428245544,0.41288092732429504,0.8410404920578003
57,0.34247392416000366,0.8631680607795715,0.40015530586242676,0.8410404920578003
58,0.33079251646995544,0.8673534989356995,0.39823323488235474,0.8410404920578003
59,0.337803453207016,0.8641339540481567,0.41553589701652527,0.8323699235916138
60,0.3404751718044281,0.8628460764884949,0.4125417470932007,0.8294797539710999
61,0.3340471088886261,0.8638119697570801,0.39818012714385986,0.849711000919342
62,0.3320769667625427,0.8667095899581909,0.3918735384941101,0.849711000919342
63,0.3300688862800598,0.8609143495559692,0.40352916717529297,0.849711000919342
64,0.32730600237846375,0.8670315742492676,0.39819493889808655,0.8410404920578003
65,0.3324733078479767,0.8660656809806824,0.4084616005420685,0.8381502628326416
66,0.32743728160858154,0.8631680607795715,0.4019845128059387,0.8352600932121277
67,0.3237202763557434,0.8689633011817932,0.4055854082107544,0.8439306616783142
68,0.3095446825027466,0.8728268146514893,0.40869638323783875,0.8381502628326416
69,0.3319680392742157,0.8667095899581909,0.4007049798965454,0.8439306616783142
70,0.3143678903579712,0.8750804662704468,0.39173468947410583,0.8381502628326416
71,0.3106847107410431,0.8721828460693359,0.3995587229728699,0.8468208312988281
72,0.3230283856391907,0.8657436966896057,0.40214768052101135,0.8439306616783142
73,0.3086259663105011,0.8750804662704468,0.3950856924057007,0.8439306616783142
74,0.3179900646209717,0.8699291944503784,0.397123783826828,0.8468208312988281
75,0.30247798562049866,0.8747585415840149,0.3908994793891907,0.8468208312988281
76,0.3076459765434265,0.8696072101593018,0.39997541904449463,0.852601170539856
77,0.304535448551178,0.8721828460693359,0.40086889266967773,0.849711000919342
78,0.3053537905216217,0.8754024505615234,0.4113333523273468,0.8439306616783142
79,0.3024134337902069,0.8766902685165405,0.38847434520721436,0.8583815097808838
80,0.30739662051200867,0.8741146326065063,0.39760449528694153,0.8381502628326416
81,0.30617889761924744,0.8750804662704468,0.40323641896247864,0.8468208312988281
82,0.30358561873435974,0.8818415999412537,0.4056202471256256,0.852601170539856
83,0.29761505126953125,0.8770122528076172,0.4086897671222687,0.8381502628326416
84,0.28999191522598267,0.8828074932098389,0.41025081276893616,0.8468208312988281
85,0.3100816607475281,0.8708950281143188,0.40274664759635925,0.849711000919342
86,0.29372259974479675,0.8770122528076172,0.42267894744873047,0.8179190754890442
87,0.2994988262653351,0.8699291944503784,0.4035819172859192,0.8439306616783142
88,0.2818683683872223,0.8847392201423645,0.3965778648853302,0.8410404920578003
89,0.2861958146095276,0.8863490223884583,0.42275887727737427,0.8294797539710999
90,0.29173514246940613,0.8792659640312195,0.41007643938064575,0.849711000919342
91,0.2835743725299835,0.8808757066726685,0.4036734998226166,0.8381502628326416
92,0.2856192886829376,0.8818415999412537,0.4099092483520508,0.8352600932121277
93,0.29351112246513367,0.8744365572929382,0.40464046597480774,0.8381502628326416
94,0.2840537130832672,0.884095311164856,0.3984649181365967,0.849711000919342
95,0.2980377674102783,0.8737926483154297,0.4098653495311737,0.8468208312988281
96,0.2785106301307678,0.8860270380973816,0.41925323009490967,0.8208092451095581
97,0.2780337929725647,0.8786219954490662,0.39964383840560913,0.8439306616783142
98,0.2807654142379761,0.8783000707626343,0.41232794523239136,0.8352600932121277
99,0.26820409297943115,0.884095311164856,0.42118069529533386,0.8294797539710999
