epoch,loss,accuracy,val_loss,val_accuracy
1,0.6919856071472168,0.540566623210907,0.6884749531745911,0.5549132823944092
2,0.6828941702842712,0.5553767085075378,0.6761090755462646,0.5549132823944092
3,0.6633989214897156,0.5553767085075378,0.6321111917495728,0.5549132823944092
4,0.6076540946960449,0.6300708055496216,0.5758863091468811,0.7803468108177185
5,0.5464658737182617,0.7546683549880981,0.5234872698783875,0.7774566411972046
6,0.4920077621936798,0.7820347547531128,0.46413707733154297,0.8265895843505859
7,0.47496557235717773,0.7923374176025391,0.45657339692115784,0.8381502628326416
8,0.4547584056854248,0.8052157163619995,0.44090554118156433,0.8410404920578003
9,0.44169881939888,0.8158403038978577,0.44624972343444824,0.8352600932121277
10,0.4416767954826355,0.8151963949203491,0.43842461705207825,0.8381502628326416
11,0.4418729543685913,0.8171281218528748,0.4434550702571869,0.8381502628326416
12,0.43806400895118713,0.8158403038978577,0.4286300241947174,0.8352600932121277
13,0.43013691902160645,0.81809401512146,0.4309277832508087,0.8352600932121277
14,0.42770734429359436,0.8258209824562073,0.43155524134635925,0.8410404920578003
15,0.41774511337280273,0.8271088004112244,0.43266141414642334,0.8265895843505859
16,0.41296693682670593,0.8335479497909546,0.42545968294143677,0.8323699235916138
17,0.4137725234031677,0.8322601318359375,0.4238371253013611,0.8352600932121277
18,0.4106195867061615,0.8248551487922668,0.42767423391342163,0.8468208312988281
19,0.4029654562473297,0.8306503295898438,0.43875667452812195,0.8323699235916138
20,0.4138959050178528,0.8306503295898438,0.4359123408794403,0.8323699235916138
21,0.39925363659858704,0.8393431901931763,0.42167553305625916,0.8323699235916138
22,0.39736929535865784,0.8358016610145569,0.4372464120388031,0.8265895843505859
23,0.40333136916160583,0.837089478969574,0.4301472008228302,0.8265895843505859
24,0.39503535628318787,0.8403090834617615,0.4271427094936371,0.8294797539710999
25,0.38949286937713623,0.8435286283493042,0.42076411843299866,0.8294797539710999
26,0.38809576630592346,0.8444945216178894,0.42091625928878784,0.8265895843505859
27,0.39328715205192566,0.84095299243927,0.42339929938316345,0.8294797539710999
28,0.38579460978507996,0.845138430595398,0.41681817173957825,0.8439306616783142
29,0.38692429661750793,0.8425627946853638,0.4205877482891083,0.8323699235916138
30,0.38408559560775757,0.8399870991706848,0.40662381052970886,0.8410404920578003
31,0.38366055488586426,0.8435286283493042,0.412246435880661,0.8439306616783142
32,0.3823281228542328,0.8515775799751282,0.40751489996910095,0.8439306616783142
33,0.382990300655365,0.8419188857078552,0.4160805344581604,0.8352600932121277
34,0.3808276057243347,0.8470701575279236,0.4134580194950104,0.8352600932121277
35,0.3754582405090332,0.849001944065094,0.4137440025806427,0.8439306616783142
36,0.37844669818878174,0.8457823395729065,0.42036500573158264,0.8381502628326416
37,0.3720700442790985,0.8502897620201111,0.4108145833015442,0.8352600932121277
38,0.3782815635204315,0.8496458530426025,0.42212510108947754,0.8352600932121277
39,0.36764025688171387,0.8554410934448242,0.4049818813800812,0.8381502628326416
40,0.3743164837360382,0.8525434732437134,0.41475266218185425,0.8352600932121277
41,0.3634374737739563,0.8583387136459351,0.4075339734554291,0.8381502628326416
42,0.3563809096813202,0.8580167293548584,0.4118971526622772,0.8352600932121277
43,0.36153465509414673,0.8518995642662048,0.4180215895175934,0.8410404920578003
44,0.3553551733493805,0.8609143495559692,0.4098128080368042,0.8323699235916138
45,0.3597715198993683,0.8586606383323669,0.41432198882102966,0.8323699235916138
46,0.3554283082485199,0.8599485158920288,0.40983930230140686,0.8381502628326416
47,0.3561876118183136,0.8573728203773499,0.4107401967048645,0.8439306616783142
48,0.35539937019348145,0.8573728203773499,0.40374013781547546,0.8410404920578003
49,0.35346508026123047,0.8528653979301453,0.41782259941101074,0.8352600932121277
50,0.3544642925262451,0.8583387136459351,0.4067671298980713,0.8381502628326416
51,0.3471677601337433,0.8618802428245544,0.4083265960216522,0.8381502628326416
52,0.34969577193260193,0.8638119697570801,0.4032610058784485,0.8439306616783142
53,0.35931265354156494,0.8535093665122986,0.405793160200119,0.8468208312988281
54,0.34599095582962036,0.862524151802063,0.40666666626930237,0.8381502628326416
55,0.35230106115341187,0.8599485158920288,0.42116832733154297,0.8294797539710999
56,0.342195987701416,0.8650997877120972,0.3991091549396515,0.8439306616783142
57,0.34461545944213867,0.8599485158920288,0.4020296335220337,0.8381502628326416
58,0.3434295356273651,0.8602704405784607,0.4091930091381073,0.8410404920578003
