epoch,loss,accuracy,auroc,auprc,val_loss,val_accuracy,val_auroc,val_auprc
1,0.6717672348022461,0.5687637329101562,0.6035598516464233,0.5223351716995239,0.6923365592956543,0.5324074029922485,0.4906141757965088,0.41872507333755493
2,0.6147948503494263,0.6550841331481934,0.766869843006134,0.7064070701599121,0.6180497407913208,0.7893518805503845,0.8134657144546509,0.8000084161758423
3,0.5808218717575073,0.7585954666137695,0.8031821846961975,0.7494719624519348,0.592745304107666,0.7800925970077515,0.8305230140686035,0.8317056894302368
4,0.5462868213653564,0.7640819549560547,0.798819363117218,0.7521591782569885,0.5548988580703735,0.7615740895271301,0.830609917640686,0.8304460048675537
5,0.47348538041114807,0.798463761806488,0.8417152166366577,0.8275103569030762,0.5305805802345276,0.7777777910232544,0.8376085162162781,0.8443789482116699
6,0.464528888463974,0.8072421550750732,0.8435198664665222,0.8380612134933472,0.5214415192604065,0.8055555820465088,0.8462348580360413,0.8554043173789978
7,0.43966618180274963,0.8163862228393555,0.8558359146118164,0.8580491542816162,0.49321529269218445,0.8055555820465088,0.8556965589523315,0.8629497289657593
8,0.43266862630844116,0.8251646161079407,0.8499318957328796,0.8618735074996948,0.4988340437412262,0.8032407164573669,0.8492404222488403,0.8581215739250183
9,0.421673983335495,0.8247988224029541,0.8633029460906982,0.8689204454421997,0.49114739894866943,0.8032407164573669,0.8511176705360413,0.8596100807189941
10,0.41484931111335754,0.8269934058189392,0.8662902116775513,0.8738687038421631,0.4813288450241089,0.8032407164573669,0.8545573353767395,0.8629376888275146
11,0.4034900665283203,0.8332114219665527,0.8731210231781006,0.8804644346237183,0.49279454350471497,0.7916666865348816,0.8543728590011597,0.8646383881568909
12,0.41329196095466614,0.8368690609931946,0.8629286289215088,0.8711395263671875,0.4715290069580078,0.8217592835426331,0.8594834804534912,0.872109591960907
13,0.3973846733570099,0.8390636444091797,0.8749752044677734,0.883067786693573,0.4641994535923004,0.8217592835426331,0.8499240279197693,0.8634376525878906
14,0.3976956009864807,0.837600588798523,0.8708693981170654,0.8822324275970459,0.4980098009109497,0.8009259104728699,0.8573024868965149,0.869269609451294
15,0.3999890983104706,0.8354060053825378,0.8695330619812012,0.8804240226745605,0.46959346532821655,0.8125,0.8523547053337097,0.8617606163024902
16,0.3946193754673004,0.837600588798523,0.8795368075370789,0.8832859992980957,0.46408313512802124,0.8078703880310059,0.8576713800430298,0.8718379735946655
17,0.390959233045578,0.837600588798523,0.8822188377380371,0.8892003297805786,0.4663061499595642,0.8101851940155029,0.8576822876930237,0.8705599308013916
18,0.3752475678920746,0.8511338829994202,0.8826755881309509,0.8950397968292236,0.4521558880805969,0.8310185074806213,0.8584961295127869,0.8719502687454224
19,0.37898558378219604,0.84674471616745,0.8838088512420654,0.8933844566345215,0.44586828351020813,0.8310185074806213,0.8595160245895386,0.8747996091842651
20,0.38100072741508484,0.845647394657135,0.8843870162963867,0.8915713429450989,0.4844732880592346,0.7939814925193787,0.8552300930023193,0.8678357601165771
21,0.380980908870697,0.8427212834358215,0.8838303685188293,0.8926699161529541,0.46012893319129944,0.8078703880310059,0.8587239384651184,0.8680153489112854
22,0.3678189218044281,0.8522311449050903,0.8929277658462524,0.8986495137214661,0.4446764588356018,0.8171296119689941,0.8615668416023254,0.872189998626709
23,0.3633931577205658,0.8544257283210754,0.8949561715126038,0.9014909267425537,0.45260873436927795,0.8078703880310059,0.8601996302604675,0.8721834421157837
24,0.36741843819618225,0.8540599942207336,0.890365481376648,0.8988860249519348,0.4662284255027771,0.7986111044883728,0.8565755486488342,0.8703585267066956
25,0.3648914396762848,0.8489392995834351,0.8981748819351196,0.9027841091156006,0.4739397168159485,0.8078703880310059,0.8519531488418579,0.866866946220398
26,0.36248716711997986,0.8522311449050903,0.8974519968032837,0.9041092991828918,0.44737401604652405,0.8148148059844971,0.8570854663848877,0.8743411302566528
27,0.3585401773452759,0.8525969386100769,0.8986437320709229,0.9048595428466797,0.4411115050315857,0.8194444179534912,0.8553493618965149,0.873625636100769
28,0.35111209750175476,0.8569861054420471,0.9025475978851318,0.9094585180282593,0.4606805145740509,0.8078703880310059,0.8521267771720886,0.8670926094055176
29,0.3500867187976837,0.8588148951530457,0.9060848355293274,0.9091975688934326,0.4446399509906769,0.8171296119689941,0.8475802540779114,0.8683150410652161
30,0.36077141761779785,0.8496708273887634,0.8963389992713928,0.9036968350410461,0.45429080724716187,0.8148148059844971,0.8528862595558167,0.8674650192260742
31,0.34691908955574036,0.8599122166633606,0.9055002927780151,0.909287691116333,0.47483691573143005,0.7916666865348816,0.8567600250244141,0.8716382384300232
32,0.3383578360080719,0.8599122166633606,0.9099078178405762,0.9137285947799683,0.46363672614097595,0.8055555820465088,0.8600151538848877,0.8706831932067871
33,0.3485664427280426,0.851499617099762,0.9059056043624878,0.9109185934066772,0.45125770568847656,0.8101851940155029,0.8510199189186096,0.8664914965629578
34,0.33694571256637573,0.8566203117370605,0.9158663153648376,0.918543815612793,0.44346484541893005,0.8171296119689941,0.8484808802604675,0.8684375882148743
35,0.34305697679519653,0.8588148951530457,0.9049751162528992,0.9128797054290771,0.4355701506137848,0.8148148059844971,0.8481228351593018,0.8634449243545532
36,0.3341270387172699,0.8602780103683472,0.9139534831047058,0.9191232919692993,0.46700313687324524,0.8032407164573669,0.845323383808136,0.8663493394851685
37,0.3430640995502472,0.8613752722740173,0.9058769941329956,0.9118252396583557,0.4758896231651306,0.8078703880310059,0.8390190601348877,0.8593757152557373
38,0.3302597999572754,0.8657644391059875,0.9137060046195984,0.9205097556114197,0.4958488941192627,0.7986111044883728,0.8457357287406921,0.8658840656280518
39,0.32388952374458313,0.8628383278846741,0.9198238253593445,0.9232495427131653,0.4554179906845093,0.8078703880310059,0.8479384183883667,0.8663276433944702
40,0.3098483979701996,0.8694220781326294,0.9276770353317261,0.9294864535331726,0.44084036350250244,0.8055555820465088,0.8529839515686035,0.8688556551933289
41,0.31271713972091675,0.8760058283805847,0.924136757850647,0.9279235601425171,0.4673731327056885,0.8078703880310059,0.8481987714767456,0.8670614361763
42,0.32064002752304077,0.863935649394989,0.9226847887039185,0.9256008863449097,0.4696054756641388,0.8101851940155029,0.851453959941864,0.8684819936752319
43,0.3119840919971466,0.8653987050056458,0.9247973561286926,0.9278209805488586,0.4784633219242096,0.8078703880310059,0.8397678136825562,0.8635048866271973
