epoch,loss,mae,val_loss,val_mae
1,0.04677553474903107,0.15846362709999084,0.05292308330535889,0.18618910014629364
2,0.042447809129953384,0.13843059539794922,0.04917171970009804,0.17208199203014374
3,0.040446262806653976,0.1342509537935257,0.0495510995388031,0.17671343684196472
4,0.03791629895567894,0.1333598643541336,0.04839887097477913,0.17348013818264008
5,0.03563445433974266,0.13346970081329346,0.04189593344926834,0.1482311189174652
6,0.03534913435578346,0.13546831905841827,0.04204285144805908,0.1495654582977295
7,0.033306095749139786,0.12955759465694427,0.04320111498236656,0.15616045892238617
8,0.031157761812210083,0.12583467364311218,0.04429631307721138,0.16199004650115967
9,0.03063056245446205,0.12742413580417633,0.03815114125609398,0.14038679003715515
10,0.026883473619818687,0.11836302280426025,0.03680267184972763,0.1352473646402359
11,0.02441953867673874,0.11083745956420898,0.03561588376760483,0.1304439902305603
12,0.02507205680012703,0.11330986022949219,0.03763144090771675,0.14151115715503693
13,0.0240118820220232,0.1094113290309906,0.039107225835323334,0.14718982577323914
14,0.02420399896800518,0.10959406942129135,0.03961161524057388,0.1486905962228775
15,0.023209748789668083,0.1051025390625,0.038313668221235275,0.14250518381595612
16,0.021738577634096146,0.10137531906366348,0.03182566538453102,0.1208418533205986
17,0.022080572322010994,0.10148178040981293,0.030653711408376694,0.11438067257404327
18,0.021098127588629723,0.09960019588470459,0.03126239404082298,0.11647114902734756
19,0.020567966625094414,0.09824906289577484,0.032342329621315,0.12191575765609741
20,0.020860709249973297,0.09862332791090012,0.032743100076913834,0.11935308575630188
21,0.020704330876469612,0.09839265048503876,0.032292671501636505,0.1164943054318428
22,0.0189403984695673,0.09428316354751587,0.030586307868361473,0.11072437465190887
23,0.01932460255920887,0.09327709674835205,0.029575437307357788,0.10610821843147278
24,0.01988844946026802,0.09565716981887817,0.029140127822756767,0.10461577028036118
25,0.01911109872162342,0.09414315968751907,0.028770165517926216,0.10457414388656616
26,0.01840611733496189,0.0918133333325386,0.02828843519091606,0.10216603428125381
