epoch,loss,mae,val_loss,val_mae
1,0.04626829922199249,0.17656955122947693,0.04218756780028343,0.15812282264232635
2,0.03204398974776268,0.13744743168354034,0.02053523063659668,0.1008043959736824
3,0.028108272701501846,0.12280561029911041,0.02085525169968605,0.09843311458826065
4,0.023403406143188477,0.10746591538190842,0.02321099303662777,0.10117840766906738
5,0.023084770888090134,0.10729402303695679,0.019955093041062355,0.0944288894534111
6,0.02148650959134102,0.10235778987407684,0.02727390080690384,0.11306587606668472
7,0.02066834643483162,0.10067085921764374,0.020195048302412033,0.0935223326086998
8,0.019648807123303413,0.09761881828308105,0.019835064187645912,0.09220127016305923
9,0.018725959584116936,0.09526559710502625,0.017322152853012085,0.08866164088249207
10,0.019366135820746422,0.09626283496618271,0.017797278240323067,0.08737347275018692
11,0.01861371472477913,0.09466806054115295,0.018526233732700348,0.08822852373123169
12,0.018242811784148216,0.09318651258945465,0.018605941906571388,0.08844099938869476
13,0.017858315259218216,0.09232854843139648,0.01883782260119915,0.08786765486001968
14,0.01782083883881569,0.09228839725255966,0.018241386860609055,0.08780597150325775
15,0.017474187538027763,0.09110439568758011,0.01630803942680359,0.08402707427740097
16,0.01781286485493183,0.09232987463474274,0.01748034730553627,0.08578716218471527
17,0.017236772924661636,0.09067753702402115,0.017845144495368004,0.08520310372114182
18,0.016640933230519295,0.0889628529548645,0.018582915887236595,0.08749513328075409
19,0.01719186268746853,0.09021228551864624,0.016408393159508705,0.0847906693816185
20,0.016333524137735367,0.08741788566112518,0.01815646141767502,0.08735285699367523
21,0.016259213909506798,0.08811561018228531,0.01750795729458332,0.0839933529496193
22,0.01678483933210373,0.0887482613325119,0.016841581091284752,0.08408500999212265
23,0.016800204291939735,0.08891939371824265,0.01585559733211994,0.0818866491317749
24,0.016062721610069275,0.08786579221487045,0.016407737508416176,0.08219297975301743
25,0.015757424756884575,0.08619792014360428,0.016650142148137093,0.08300504833459854
26,0.015853727236390114,0.08725705742835999,0.015919279307127,0.08298604190349579
27,0.016038021072745323,0.08749372512102127,0.017543544992804527,0.08453930169343948
28,0.015648894011974335,0.08663593977689743,0.01656598225235939,0.08322925120592117
29,0.015103578567504883,0.08411557972431183,0.01568000577390194,0.0831071212887764
30,0.015922116115689278,0.08649257570505142,0.016897235065698624,0.08298231661319733
31,0.015379895456135273,0.08587119728326797,0.017524728551506996,0.08573263883590698
32,0.015383893623948097,0.0850047618150711,0.01596057042479515,0.0824219360947609
33,0.015201738104224205,0.08477311581373215,0.0177550558000803,0.08389221131801605
34,0.015515617094933987,0.0855349749326706,0.01743919961154461,0.08477184921503067
35,0.01527697779238224,0.08459249138832092,0.018566429615020752,0.08607034385204315
36,0.014895208179950714,0.08385748416185379,0.017715072259306908,0.08466845750808716
37,0.015192256309092045,0.08527914434671402,0.017862066626548767,0.08499404042959213
38,0.01508264522999525,0.0840434804558754,0.016588645055890083,0.08278506994247437
39,0.015466450713574886,0.08601086586713791,0.01772449165582657,0.08458936959505081
40,0.014475300908088684,0.0833570584654808,0.016515953466296196,0.08301250636577606
41,0.015022463165223598,0.08442331105470657,0.015443424694240093,0.08137019723653793
