epoch,loss,mae,val_loss,val_mae
1,0.04545089974999428,0.17599427700042725,0.05087539181113243,0.17253047227859497
2,0.03314158320426941,0.14445184171199799,0.03143692389130592,0.12217987328767776
3,0.026067020371556282,0.11924257129430771,0.0234092865139246,0.10313182324171066
4,0.02456584945321083,0.1117919310927391,0.029096072539687157,0.11599169671535492
5,0.0229716207832098,0.1058499664068222,0.02246970683336258,0.09944559633731842
6,0.022759048268198967,0.10656504333019257,0.026896553114056587,0.11024095118045807
7,0.02079678326845169,0.10019683837890625,0.025425979867577553,0.10690745711326599
8,0.020765580236911774,0.10106673091650009,0.022150561213493347,0.09889447689056396
9,0.02049083821475506,0.09925903379917145,0.023382099345326424,0.10229091346263885
10,0.01935192011296749,0.09652296453714371,0.02119101956486702,0.09727191925048828
11,0.01905013620853424,0.09665678441524506,0.02530079334974289,0.10653385519981384
12,0.0186367928981781,0.09459149092435837,0.02602759189903736,0.10767046362161636
13,0.01823504827916622,0.09389057755470276,0.019244913011789322,0.09070712327957153
14,0.0184226892888546,0.09316680580377579,0.025346633046865463,0.10535795986652374
15,0.017569344490766525,0.09184601157903671,0.021217957139015198,0.09468686580657959
16,0.017615048214793205,0.09166493266820908,0.021784910932183266,0.0949084535241127
17,0.01706281118094921,0.09050329774618149,0.020895039662718773,0.09171247482299805
18,0.016729144379496574,0.08921563625335693,0.022502418607473373,0.09718216210603714
19,0.017023369669914246,0.09042268246412277,0.020856378600001335,0.09188972413539886
20,0.017384547740221024,0.090267114341259,0.01881527155637741,0.08705256879329681
21,0.01678895764052868,0.08952115476131439,0.018505560234189034,0.08690480887889862
22,0.015961172059178352,0.08795583993196487,0.02113770879805088,0.09348338842391968
23,0.016601920127868652,0.08897677063941956,0.019645942375063896,0.08840644359588623
24,0.016251279041171074,0.08767593652009964,0.019814597442746162,0.08862138539552689
25,0.016330543905496597,0.08833876997232437,0.018713464960455894,0.08669120818376541
26,0.016306478530168533,0.08813408762216568,0.02079317718744278,0.09023302793502808
27,0.015951350331306458,0.08654951304197311,0.01896728202700615,0.08800449222326279
28,0.016023971140384674,0.0872015729546547,0.019396845251321793,0.08809491246938705
29,0.016191277652978897,0.08709519356489182,0.019113663583993912,0.08792656660079956
